t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4
13.509,-0.258241649360326,-0.441225443446787,1.40507435562333,0.999568197473644,-0.02540860521711,0.014423344985327,-0.003128641631405,1.43132661747101,1.19864392201232,-0.04546793950117,0.310055368275372,-0.415246250975629,-0.055550319247992,0.018540069811511,0.037599242846963,0.030812105624801,-0.001538384408172,-0.001147220158567,1.09741484906858E-07,2.55000002506187,2.5499998638328,2.55000002498859,2.54999867626626,0.941816055072134,0.002793834467773,0.090000004992236,0.94181604569861,0.002793834467773,0.045044142399609,0.94181603653391,0.002793834467773,0.045633232264118,0.941816027786862,0.002793834467773,0.044144367585322,0.941816020292766,0.002793834467773,0.042391700767168
13.8843,-0.215187915357942,-0.405047459454657,1.40388320846977,0.999742987423519,-0.020794897269186,0.008158027283279,-0.003870120762368,1.43828377873684,1.2127530380307,-0.033905696750688,0.309478089520475,-0.415676745344405,-0.055550278067499,0.008291532680985,0.030091131719157,0.030191842862167,-0.010911080064168,-0.010504573200427,0.001000275298988,2.55000002501994,2.549999826344,2.55000002502502,2.53623726901302,0.938848762146922,0.002967292925212,0.090000005525703,0.938848752773398,0.002967292925212,0.045078621879252,0.938848743608698,0.002967292925212,0.045843092840698,0.93884873486165,0.002967292925212,0.044332800013439,0.938848727367553,0.002967292925212,0.042584751373222
14.2595,-0.171983101504215,-0.368488534929907,1.4030356245163,0.999856181065191,-0.016215062375138,0.001859612445364,-0.00460767604326,1.44139517640627,1.22404473532041,-0.022576207604195,0.305383706685752,-0.419618586476994,-0.055174924757828,-0.002057695235135,0.022686655955375,0.027554859001182,-0.035748356225551,-0.035285467975311,0.003650747058089,2.55000002497059,2.54999979113551,2.55000002505587,2.49976902116222,0.935689907300569,0.003158854846353,0.090000006020637,0.935689897927045,0.003158854846353,0.045125471607334,0.935689888762346,0.003158854846353,0.046169636275317,0.935689880015297,0.003158854846353,0.044513543933607,0.9356898725212,0.003158854846353,0.042807243480217
14.6348,-0.128743027086681,-0.331632773949242,1.40251327466525,0.999906142737635,-0.011766131455109,-0.004566970333845,-0.005329779572434,1.44062302626162,1.23255790305217,-0.01223624666136,0.291969135878952,-0.432859458466168,-0.053804981910681,-0.012681004300151,0.015717710343931,0.031640167507229,-0.001552994867308,-0.001046209903473,1.08768651602868E-07,2.55000002491209,2.54999976104805,2.5500000250821,2.54999879238012,0.932319280632133,0.003370626668436,0.090000006477053,0.932319271258609,0.003370626668436,0.045189093746868,0.932319262093909,0.003370626668436,0.046738054457078,0.932319253346861,0.003370626668436,0.044698770066632,0.932319245852764,0.003370626668436,0.043046745237448
15.01,-0.085585700780815,-0.294560985057123,1.40232431074891,0.999892661834922,-0.00742199152093,-0.011094802742467,-0.006040207350398,1.43586447935075,1.23845597391728,-0.000363273686413,0.291386374549209,-0.433252048736344,-0.053804941095244,-0.023363617533641,0.008717059040169,0.031508970760488,-0.001553803982122,-0.001043524183296,4.96340796458328E-08,2.5500000248422,2.54999973049519,2.55000002510448,2.54999963652792,0.928714276884475,0.003605003747658,0.090000006895453,0.92871426751095,0.003605003747659,0.04527600046244,0.928714258346249,0.00360500374766,0.047949669505619,0.928714249599201,0.00360500374766,0.044906426472529,0.928714242105104,0.00360500374766,0.043293473874352
15.3853,-0.042631245363217,-0.257351685801231,1.4024909860443,0.999817068401577,-0.003086169700748,-0.017627775181188,-0.00675031360798,1.42709728178422,1.24172705035457,0.011460467708831,0.29080330959913,-0.433643631190012,-0.053804922470056,-0.034061156135845,0.001745909737737,0.031176817046195,-0.001555034016582,-0.001041261202155,3.82809479475994E-08,2.55000002475801,2.54999968247612,2.5500000251236,2.54999984069154,0.924849570353081,0.003864706531395,0.090000007276753,0.92484956037182,0.00386470713913,0.045396355877861,0.924849550390702,0.003864707955548,0.05204772719098,0.924849541643653,0.003864707955548,0.045169700193038,0.924849534149556,0.003864707955548,0.043541396560145
15.7605,-6.91705545434646E-09,-0.220083521617453,1.40301069241214,0.9996793668356,0.001241056072901,-0.024165462063128,-0.007460137294924,1.41431583281737,1.24238220299016,0.02315956842155,0.290219783078615,-0.43403436446,-0.05380490810513,-0.044770899669663,-0.005193967254449,0.030643828292382,-0.001556302776676,-0.001039038248175,4.06732012450427E-08,2.55000002465566,2.54999957049481,2.55000002513993,2.54999991967142,0.920696760794106,0.004152809558975,0.090000006981428,0.920696750803154,0.004152809568667,0.045567139566261,0.920696740812234,0.004152809578467,0.089999998798627,0.920696732065186,0.004152809578467,0.045567139523168,0.920696724571089,0.004152809578467,0.043788638803271
16.1358,0.042187515764041,-0.182834795852741,1.40387856007854,0.999479565491328,0.005559407662274,-0.03070743843272,-0.00816971717955,1.39751555254956,1.24043316675858,0.034658665102414,0.28963578045587,-0.434424263566498,-0.053804892842511,-0.055490123714301,-0.012100809485077,0.029910126584246,-0.001557379897987,-0.001036625225102,6.90880650474159E-08,2.55000002453005,2.5499991411498,2.55000002515386,2.54999995793989,0.916223968801937,0.004472791992169,0.090000003842042,0.91622396130782,0.004472789495334,0.045819362737514,0.916537854548769,0.004158886263465,0.090000006402102,0.916537845801721,0.004158886263465,0.04588338378419,0.916537838307624,0.004158886263465,0.043977677476743
16.511,0.083810701821144,-0.145683449877397,1.40508745900833,0.999217676711828,0.009868608475563,-0.037253278283511,-0.008879091884013,1.37669288341906,1.23589233795423,0.045882440214568,0.289051373643349,-0.434813257186079,-0.053804866917214,-0.059541052815025,-0.01817111156748,-0.042619099358716,0.611429118685844,0.61126020758977,0.065363428199413,2.55000002437416,1.65065375907512,2.55000002516567,2.54999997903674,0.911395382918825,0.004828585883113,0.090000004663635,0.911395375424721,0.004828585883099,0.046216882743381,0.912381996897568,0.004155857651202,0.090000006369811,0.912381988150519,0.004155857651202,0.04633480269274,0.912381980656422,0.004155857651202,0.044151473530956
16.8863,0.124783168525846,-0.108700643737969,1.40622479312113,0.998943485432639,0.015899932929396,-0.042098661083727,-0.009317013275676,1.35435010312844,1.22907362827085,0.029889623021454,0.518490152707786,-0.205437862011073,-0.029277240241906,-0.071440916541014,-0.031549059265647,0.028134961993217,-0.000351123543579,-0.000961234472012,5.33395262911067E-06,2.55000002417857,2.54992666716979,2.55000002517557,2.54999999144041,0.906170759356547,0.005224623562278,0.090000005396273,0.906170751862445,0.005224623562276,0.046916170242636,0.908238028244672,0.004143968652896,0.090000006321339,0.908238019497623,0.004143968652896,0.047078328611659,0.908238012003526,0.004143968652896,0.044310692819074
17.2615,0.165016451329617,-0.071994227258521,1.40728073623084,0.998650857983829,0.023657183927707,-0.045243631779768,-0.009477037355345,1.3275418989303,1.21723484366389,0.040447267614211,0.51835839359675,-0.205798565250276,-0.029275238676162,-0.076667280186349,-0.044107300824425,0.02707747203233,-0.000396642685229,-0.001005736833365,5.4938711022863E-07,2.55000002393135,2.54999249199613,2.55000002518353,2.54999999800987,0.90050492219846,0.005665837158088,0.090000006045704,0.900504914704354,0.005665837158092,0.048422523822677,0.904114366880649,0.004123661364023,0.090000006256709,0.904114358133596,0.004123661364027,0.048617618007519,0.904114350639499,0.004123661364027,0.044456383628115
17.6368,0.204416069409582,-0.035713679135963,1.40864767071613,0.99828794695789,0.031410619917793,-0.04839093601081,-0.009636606449372,1.29877250175479,1.20068357886523,0.050608089095206,0.51820955342764,-0.206175968000743,-0.029275032518647,-0.081891839756491,-0.056644589289713,0.025786767918514,-0.000400731105805,-0.001008792943795,1.90952393322857E-07,2.55000002361506,2.54999741991718,2.55000002518975,2.55000000154179,0.894347287627555,0.006157634570904,0.090000006617857,0.894347278684514,0.006157636019839,0.053531911340321,0.900018798760257,0.004095568120392,0.090000006176039,0.900018789191095,0.004095568942501,0.053725468828304,0.900018781696998,0.004095568942501,0.044589787450889
18.012,0.242923195919479,-2.59443832204795E-07,1.41031237887383,0.997854773683371,0.039159556582335,-0.051540482539394,-0.00979578389233,1.26804258858112,1.17942769652326,0.060284573852684,0.518059179078694,-0.206554517556659,-0.02927496086376,-0.087113609816452,-0.069157458127583,0.024267823754905,-0.000402831866064,-0.001009859468318,4.51553144986482E-08,2.55000002320659,2.54999942320086,2.55000002519456,2.55000000390079,0.887641315830216,0.006705971797339,0.090000007098294,0.88764130585013,0.006705972834384,0.089999603515574,0.895958544578859,0.004060254181398,0.090000006040143,0.895958534599038,0.004060254592057,0.089999611703658,0.895958527104942,0.004060254592056,0.044712493258549
18.3873,0.280479029714775,0.035005027399593,1.4122590455245,0.997351368045797,0.046903432747225,-0.054692058886864,-0.009954612262186,1.235353206173,1.15347636010327,0.06939107480711,0.517908016419453,-0.206933467325908,-0.029274943919228,-0.092331135610289,-0.08164235739715,0.022521170010446,-0.000403810664929,-0.00100980303078,1.93118802027833E-08,2.55000002266923,2.54999977662236,2.55000002519817,2.55000000552966,0.88032400798798,0.007317307842237,0.090000002821774,0.881004032573334,0.006637273276797,0.090000005492944,0.891940120637507,0.004018423941352,0.09000000400088,0.892154167071722,0.003804367527316,0.089999996258651,0.892154159577626,0.003804367527316,0.044758179168426
18.7625,0.31702480923077,0.06916147188379,1.41446928900099,0.996777765193071,0.054641696542977,-0.057845443392285,-0.010113132611995,1.2007059471913,1.12284006518588,0.077842143937421,0.517756486465934,-0.207312395916969,-0.029274936672445,-0.097542957581125,-0.094095762952927,0.020547412220456,-0.000404628348149,-0.001009584804252,1.07388598297924E-08,2.55000002194669,2.54999989273976,2.55000002520073,2.5500000066499,0.872325477997036,0.007998529990944,0.090000003898845,0.87445470942716,0.006549323146174,0.090000005334112,0.887969231543264,0.003970889094242,0.090000003832549,0.88857631540069,0.003577851671033,0.089999994213042,0.888576307906593,0.003577851671033,0.044797797662039
19.1378,0.352501828894663,0.102328699217329,1.41692216754364,0.996134005333253,0.06237380028194,-0.061000410309198,-0.010271385305323,1.16410295199564,1.08753062978728,0.085552560449686,0.517604649676784,-0.207691242618525,-0.029274932642688,-0.102747605467542,-0.106514156328026,0.018347121668727,-0.000405402009695,-0.001009321825148,6.90656821452371E-09,2.55000002094927,2.5499999437468,2.55000002520237,2.55000000737621,0.863568668497462,0.008756809499574,0.090000004829189,0.86800843161889,0.00644627780827,0.090000005144974,0.884050696842688,0.003918534700577,0.090000003641971,0.885199407288473,0.003376908112216,0.089999991987813,0.885199399794377,0.003376908112216,0.044832029341784
19.513,0.3868514556211,0.134366708963752,1.41959418592442,0.995420133663714,0.070099197454526,-0.06415673281064,-0.010429410580987,1.12554691266121,1.04756119222843,0.092437317924219,0.517452522571136,-0.208069990637172,-0.029274930050998,-0.107943609464334,-0.118894028804493,0.0159209232181,-0.000406159385579,-0.001009041646073,4.84090891958275E-09,2.55000001952815,2.54999997035199,2.55000002520318,2.55000000777247,0.853969309126171,0.009599359371291,0.090000005627874,0.86167612141621,0.00633231020268,0.090000004927806,0.880188411215012,0.003862285627676,0.090000003429834,0.882001051795384,0.00319835549309,0.08999998958591,0.882001044301287,0.00319835549309,0.044861523648793
19.8883,0.420015145362011,0.165135914595977,1.42245930217995,0.994636200358653,0.077817342359367,-0.067314183406106,-0.010587248624999,1.08504107280763,1.00294620747666,0.098411644421116,0.517300111260185,-0.208448633518619,-0.029274928234447,-0.113129501809023,-0.131231882571269,0.013269503382496,-0.000406909691504,-0.001008753136622,3.55239685829792E-09,2.55000001742343,2.54999998588182,2.55000002520324,2.55000000786684,0.843436253073524,0.010533056052647,0.090000006309311,0.855464690834773,0.006211430581437,0.090000004685332,0.876385335955139,0.003803075259873,0.090000003197051,0.878961532591316,0.003039519204067,0.089999987013495,0.87896152509722,0.003039519204067,0.044886873790709
20.2635,0.451934459641971,0.194497182935039,1.42548893499308,0.993782260563286,0.085527690037903,-0.070472534058879,-0.010744939584428,1.04258922683238,0.953701443052952,0.103391025614827,0.517147418396932,-0.208827168136894,-0.02927492690141,-0.118303817449408,-0.143524231709815,0.010393611662149,-0.000407656899973,-0.001008459613915,2.61655109444181E-09,2.55000001415081,2.54999999569514,2.55000002520263,2.55000000765673,0.831872373082982,0.011563879990542,0.090000006887108,0.849377335880563,0.00608735495421,0.090000004420818,0.872643517946039,0.0037418180091,0.090000002944784,0.876063389862086,0.00289814272923,0.089999984280224,0.876063382367989,0.00289814272923,0.04490860684137
20.6388,0.482551082066719,0.222311873460616,1.42865197177605,0.992858374389416,0.093229696275986,-0.073631556236302,-0.010902523568196,0.998195718893811,0.899843974569217,0.107291228429764,0.516994445143699,-0.209205592610773,-0.02927492591955,-0.123465094529449,-0.155767603160137,0.00729406071479,-0.000408403387869,-0.001008162123162,1.78448212313941E-09,2.55000000873031,2.55000000227297,2.55000002520139,2.55000000710574,0.819176248968915,0.012696124114068,0.090000007373946,0.843413910396683,0.00596342548388,0.090000004138159,0.868964131391251,0.003679386554788,0.090000002674451,0.873291072785162,0.002772317076924,0.089999981399472,0.873291065291066,0.002772317076924,0.044927182490586
21.014,0.511806834798395,0.248441877482266,1.43191477746365,0.9918646069115,0.100922817624779,-0.076791020938412,-0.011060040643882,0.951865441711728,0.841392180903141,0.110028324740159,0.51684119177088,-0.209583905451244,-0.029274925249923,-0.128611874815525,-0.167958537672516,0.003971726203907,-0.000409151584101,-0.001007860079566,8.08779177426706E-10,2.54999999894679,2.55000000688807,2.55000002519956,2.55000000613015,0.805244928610697,0.013931320358218,0.090000007781496,0.837571333636539,0.005842576760144,0.090000003841929,0.865347537183242,0.00361659420801,0.09000000238774,0.870630648480722,0.00266042430444,0.089999978388519,0.870630640986626,0.00266042430444,0.044942996286906
21.3893,0.539643694992383,0.272749657160568,1.43524120401664,0.990801028163354,0.108606511426069,-0.079950698715757,-0.011217530833213,0.903603835208124,0.778365739015884,0.11151871501297,0.516687657637422,-0.209962104949856,-0.029274924946428,-0.13374270407148,-0.180093590713907,0.000427546423944,-0.000409906072541,-0.001007550083406,-7.7628137435214E-10,2.54999997893426,2.55000001024649,2.55000002519719,2.55000000456594,0.789978080031298,0.0152668485794,0.090000008120367,0.831843994747245,0.005727338889293,0.090000003537415,0.861793354853274,0.003554182329968,0.090000002086607,0.868069556351619,0.002561092129103,0.089999975268657,0.868069548857523,0.002561092129103,0.044956384922803
21.7645,0.566003811191246,0.295098284367668,1.43859260063224,0.989667713136867,0.116280235831653,-0.083110359674707,-0.011375034107509,0.853416885007109,0.710785618429642,0.111679151810148,0.516533840382174,-0.210340188122407,-0.029274925237728,-0.138856132278183,-0.192169333173134,-0.003337478720051,-0.00041068096264,-0.001007219037236,-4.43010179251E-09,2.54999992870543,2.5500000127648,2.55000002519432,2.55000000208946,0.773283850732676,0.016694229298622,0.090000008400078,0.826224127146885,0.00561986760036,0.090000003230612,0.858300542474787,0.003492812378487,0.090000001773264,0.865596399008443,0.002473157343176,0.089999972065235,0.865596391514347,0.002473157343176,0.044967632155437
22.1398,0.590829519672357,0.315351479378126,1.44192782465405,0.988464741788542,0.123943449791038,-0.086269773447257,-0.011532590385025,0.801311120852482,0.638674075440592,0.110426762908017,0.516379732349413,-0.210718147069882,-0.029274926900124,-0.14395071270279,-0.204182350480692,-0.007322293840004,-0.000411553483635,-0.001006791037312,-1.82962402016579E-08,2.54999973577365,2.55000001470138,2.55000002519099,2.54999999800428,0.755086677429175,0.0181971733035,0.090000008629052,0.820702134773375,0.005521992373511,0.090000002928181,0.854867480557184,0.003433061917603,0.090000001450166,0.86320076271781,0.002395636290633,0.089999968807609,0.863200755223714,0.002395636290633,0.044976974583235
22.515,0.614063360752962,0.333373649390731,1.44520325314074,0.987192199093858,0.131595612842013,-0.089428708954444,-0.011690239541021,0.747293615374543,0.562054647662133,0.107679072117279,0.516225296903146,-0.211095945410383,-0.029274933765788,-0.14484354845391,-0.2102029547537,-0.031685206409722,-0.182835174122063,0.181395018179793,-0.019475124323359,2.28203849756335,2.55000001621736,2.55000002518723,2.54999999061234,0.735337100107965,0.019749577321211,0.090000008814632,0.815266859524213,0.005435275249161,0.09000000263737,0.851492056760793,0.003375423796392,0.090000001119974,0.860873061646269,0.002327701071541,0.089999965529003,0.860873054152173,0.002327701071541,0.044984606867036
22.8903,0.635670757803904,0.349062292667385,1.44825886845575,0.985968264157611,0.138741009834861,-0.092067286013824,-0.011879734858855,0.692941073277671,0.483175988107802,0.095789198294004,0.447616397132781,-0.14302746416272,-0.036582974240673,-0.127935075845626,-0.190823142266231,-0.13129800669285,-1.05505883785867,1.05449543752602,-0.112652091547175,1.00000104968797,2.55000001738174,2.55000002518308,2.54999997582188,0.714021154364653,0.021315945743311,0.090000008963314,0.809906021951391,0.005360837572822,0.090000002365214,0.84817179735623,0.003320259404563,0.090000000785244,0.858604490354664,0.002268571291605,0.089999962262512,0.858604482860568,0.002268571291605,0.044990704137912
23.2655,0.655737817482032,0.362488194479682,1.45039466951224,0.985506639734954,0.142521354101695,-0.09117992094318,-0.012269835500346,0.644933435590042,0.411569603261582,0.046519620793427,0.051705564296222,0.252671952696915,-0.07885567201338,-0.139016514812652,-0.216862353222754,-0.050361023418377,-0.324587454232565,0.32644335271786,-0.034838856257773,2.0706463053738,2.55000001819088,2.55000002517856,2.54999994684663,0.691158681062626,0.022862473302027,0.090000009081559,0.804607585779264,0.005298436172127,0.090000002115284,0.844904193678929,0.003267603677302,0.090000000447144,0.85638734198819,0.002217148366475,0.089999959022906,0.856387334494093,0.002217148366475,0.044995493481816
23.6408,0.674296575973118,0.37361476958928,1.45150555463398,0.985928239666862,0.142557955065001,-0.086354180902381,-0.012872117584823,0.592767487888758,0.330192004406931,0.027621646568086,-0.070095879113637,0.375169822020294,-0.091928952953884,-0.137322908712615,-0.226824759530028,-0.012419043220353,0.002297937825459,0.000426770360048,-1.05458359185477E-08,2.54999973586791,2.55000001872942,2.55000002517354,2.54999988741395,0.666815488951917,0.024343192110709,0.09000000917407,0.799358930934035,0.005248654845229,0.090000001893401,0.841686665713203,0.003217527965725,0.090000000107213,0.854214578509787,0.002172763478403,0.089999955835643,0.85421457101569,0.002172763478403,0.044999093402814
24.016,0.691298151707958,0.382242684719784,1.45226246293564,0.986528426851736,0.141716753707416,-0.080593144604126,-0.013519248138838,0.541237065882821,0.245076012548366,0.022961400553388,-0.069233577936074,0.375329967599492,-0.091928956911208,-0.12825721743515,-0.225654381254979,-0.010516902919017,0.002298945641877,0.000421255284486,1.42437359625891E-08,2.54999993126632,2.55000001909042,2.55000002516787,2.54999974136183,0.641121719039811,0.025693769912106,0.090000009243848,0.794145624952486,0.005213305981549,0.090000001709208,0.838516479932905,0.003170185780298,0.089999999767719,0.8520793586994,0.002135219810386,0.089999952745696,0.852079351205304,0.002135219810386,0.045001508946584
24.3913,0.706804819201755,0.388323722219308,1.45289037651265,0.987092763934779,0.140883433414275,-0.074827134052302,-0.014164529002905,0.493108544562523,0.160399205141872,0.019014932693851,-0.068370898575396,0.375488043646564,-0.091928951566247,-0.119166552158094,-0.224499387897022,-0.008727920630303,0.0022996010157,0.000415597089189,5.41180861495775E-08,2.54999998115658,2.55000001932899,2.55000002516137,2.54999924236918,0.614263839926633,0.026857879113178,0.09000000929391,0.788952501977698,0.005193122974788,0.090000001568825,0.835391037182558,0.003125442750347,0.089999999429278,0.849975353569472,0.002104005129928,0.089999949779675,0.849975346075376,0.002104005129928,0.045002801293868
24.7665,0.720918777384684,0.391870971193236,1.45341007204284,0.987621225363026,0.140058036085293,-0.069056387323626,-0.014808018284917,0.448391295421303,0.076155808997255,0.015739780444818,-0.067507973285688,0.37564399645583,-0.091928931258434,-0.11005231737597,-0.223359899927326,-0.007052567698839,0.002298186844729,0.0004079281296,3.08706160388036E-07,2.55000000060258,2.55000001947856,2.55000002515384,2.54999575873831,0.586476606566303,0.02778723336033,0.090000009326666,0.783764057224117,0.005188444753582,0.090000001476273,0.832307995209959,0.003083041972599,0.089999999091573,0.847896797522347,0.002078556047126,0.089999946954627,0.84789679002825,0.002078556047126,0.045003037677008
25.1418,0.73374249844092,0.392897346860775,1.4538410496565,0.988113787676169,0.139240595984507,-0.063281148740774,-0.015449774869947,0.407094162916025,-0.00765999428249,0.013093304389558,-0.066645578663643,0.375797071487982,-0.091928815416447,-0.098990501303309,-0.217298019654676,-0.021963727041157,-0.145296425207691,-0.146807759006409,0.015729859003336,2.55000000992229,2.55000001956304,2.5500000251451,2.33357026168586,0.558034951335386,0.028441655230918,0.090000009343678,0.778564348930398,0.005199708293719,0.090000001434731,0.829265303868289,0.00304269134167,0.089999998753797,0.845838401647221,0.002058395875125,0.089999944285047,0.845838394153125,0.002058395875125,0.045002262863581
25.517,0.745390338743331,0.391442779085305,1.45410873560046,0.988604528283327,0.138011799524498,-0.057910959524588,-0.016129193362558,0.369947976933219,-0.089201076967343,0.004851415735549,-0.121168062764059,0.320707459373968,-0.086026185766851,-0.091328995821333,-0.214900275239833,-0.020237170706758,-0.145004132318458,-0.145810234498745,0.015651635546354,2.55000001498487,2.55000001960115,2.55000002513495,2.33464655629271,0.529239214083457,0.028795737251929,0.090000009345861,0.773337075413522,0.005227273516875,0.090000001445776,0.826261247206569,0.00300405666172,0.08999999841453,0.843795334478609,0.002043067168612,0.089999941779242,0.843795326984513,0.002043067168612,0.04500051540961
25.8923,0.755968106135456,0.387554236038038,1.45413876364038,0.989133628491708,0.135952955930934,-0.053352257301657,-0.016881813590997,0.335676770911063,-0.169842406051593,-0.002742582647545,-0.1755808639567,0.265992168335171,-0.08015290946978,-0.085520937382382,-0.212937181239037,-0.01232422991319,-0.090733779845661,-0.091028952572891,0.009823847283674,2.5500000179792,2.5500000196061,2.55000002512321,2.41483207007059,0.500399516719618,0.028839697363839,0.090000009333425,0.768065482098813,0.00527159331471,0.090000001509814,0.823294428433896,0.002966818772672,0.08999999807211,0.84176315665426,0.002032177824349,0.089999939442591,0.841763149160164,0.002032177824349,0.044997820784336
26.2675,0.765551340771938,0.381256463424125,1.4539853996574,0.98969407726231,0.133219398224187,-0.049450063600625,-0.01768945432964,0.303585038839759,-0.249747084104733,-0.007367249968378,-0.209628715181768,0.231833553543111,-0.076466510739987,-0.079957859364272,-0.208683959137609,-0.009207814300489,-0.079831881122129,-0.079794346753514,0.008636943740659,2.55000001987333,2.5500000195863,2.5500000251096,2.43116287579862,0.471822105081241,0.028577411638377,0.090000009305774,0.762732009574091,0.005333472524721,0.090000001626843,0.820363706921674,0.002930721512223,0.089999997725044,0.839737698056035,0.002025458598226,0.089999937282581,0.839737690561938,0.002025458598226,0.044994179370908
26.6428,0.774203817120999,0.372584744432874,1.45371077582579,0.990272434302956,0.129996550315166,-0.046020937302134,-0.018533113650914,0.273580851815473,-0.328055740548468,-0.010822482318936,-0.23958562887022,0.201890724626621,-0.073225497569132,-0.075040527283913,-0.203603882030826,-0.006286259817193,-0.071158543942494,-0.070851714091815,0.007691964583122,2.55000002113814,2.55000001954794,2.55000002509384,2.44416500294018,0.443793325384463,0.028028779696778,0.090000009261626,0.757318157530639,0.005413852043452,0.090000001795649,0.817468167844333,0.002895539077341,0.089999997371806,0.837715014040353,0.002022684015681,0.089999935304484,0.837715006546257,0.002022684015681,0.044989582911916
27.018,0.781984444651271,0.361591694940655,1.45334889226482,0.990864225664299,0.126339876987407,-0.043008677276577,-0.019405557410547,0.245421893672659,-0.40445809803896,-0.013181401338754,-0.266287872749707,0.175303618649745,-0.070339087830663,-0.07065810533596,-0.197648392113838,-0.0040529711486,-0.068946436136372,-0.068410963996596,0.007439217480257,2.55000002201978,2.55000001949653,2.55000002507557,2.44764259340231,0.416565541024714,0.027227784359749,0.090000009199001,0.751804375746843,0.005513781783796,0.090000002013702,0.814607106617986,0.002861061226347,0.089999997010734,0.835691366517803,0.00202364752255,0.089999933509987,0.835691359023707,0.00202364752255,0.044984018278531
27.3933,0.788945525276121,0.348339479358222,1.45292877640531,0.991465970311469,0.122280019441203,-0.040381462330167,-0.020301828746908,0.218907439382138,-0.478625657915918,-0.014702278777363,-0.292160023166706,0.149632404155191,-0.067547521443485,-0.066848137656676,-0.191022115530762,-0.001858255706894,-0.067361062407605,-0.066622508466649,0.007254878443396,2.55000002265591,2.5500000194376,2.55000002505434,2.45017894563266,0.390347773979866,0.026217767044848,0.090000009115128,0.746169865913728,0.005634509833114,0.090000002277449,0.811780011505847,0.002827095112139,0.089999996640054,0.833663197834518,0.002028168683286,0.08999993189808,0.833663190340421,0.002028168683286,0.044977464256238
27.7685,0.795133152973501,0.332898930587579,1.45247536052003,0.992074999084732,0.117827330516275,-0.038127279508221,-0.021218555918938,0.193822675477461,-0.550306707480394,-0.015399589238297,-0.31743726208608,0.124632307604913,-0.064825128280577,-0.063576545340018,-0.183673743078661,3.19969359074195E-05,-0.068657332814687,-0.067735066492502,0.007379196585361,2.55000002312804,2.55000001937704,2.55000002502962,2.44846843208867,0.365300964367721,0.025046809612145,0.090000009006339,0.740392347236796,0.005777518676932,0.090000002582453,0.808986545235668,0.002793466270179,0.089999996257897,0.831627108735572,0.002036089098946,0.08999993046518,0.831627101241475,0.002036089098946,0.044969891620895
28.1438,0.800587184496093,0.315348708718373,1.45201164676613,0.9926886095295,0.112982069591151,-0.036243920148557,-0.022152988281305,0.169965576601797,-0.619230280254846,-0.015387582387979,-0.343200926480539,0.099214723651288,-0.062056084734432,-0.060934520051661,-0.175890051860088,0.002841101931185,-0.062010075829125,-0.060928865240102,0.006657108537594,2.55000002348674,2.55000001932113,2.55000002500077,2.45840376237028,0.341537570688059,0.023763393679662,0.090000008867948,0.734447782327526,0.00594456490927,0.090000002923553,0.806226524265009,0.002760020970659,0.089999995862332,0.829579839157785,0.002047269577786,0.08999992920534,0.829579831663689,0.002047269577787,0.044961263100692
28.519,0.805340877709054,0.295773999124149,1.45156409850206,0.993302151200331,0.107758955018242,-0.034715263487249,-0.023101832946184,0.14709989772543,-0.685233022870534,-0.014321458877719,-0.366470207666406,0.07635116674298,-0.059558004730902,-0.058533081235173,-0.166534099260759,0.001402944403623,-0.092501634029535,-0.091255266577253,0.009898241838748,2.55000002376469,2.55000001927644,2.55000002496694,2.41380846893695,0.319124690420754,0.022412880267306,0.090000008694098,0.728310052309377,0.006137730018149,0.090000003295051,0.803499895269922,0.002726628995087,0.089999995451409,0.827518250126058,0.002061589031727,0.089999928110588,0.827518242631962,0.002061589031727,0.044951532883783
28.8943,0.809422725010083,0.274271211999671,1.45114044097543,0.993916195475833,0.102088850320475,-0.033605856278723,-0.024064695964725,0.125135358773896,-0.747724944238474,-0.013795003985033,-0.401181446180558,0.04210762761994,-0.055843689444041,-0.057727698222842,-0.1592737451532,0.013523461460821,-0.00466270613022,-0.003323541277869,0.000514156100563,2.55000002398362,2.55000001924944,2.55000002492708,2.5429256701107,0.298089274475944,0.02103541594481,0.090000008477616,0.721950640643335,0.006359411666043,0.090000003690762,0.800806710743473,0.00269318452645,0.089999995023187,0.82543931733971,0.002078932786348,0.089999927170412,0.825439309845613,0.002078932786348,0.044940649543867
29.2695,0.812850513374327,0.250933975835792,1.45080082066076,0.99451404804674,0.096135897209267,-0.032756255488908,-0.025034483992803,0.103473039800739,-0.807492417700506,-0.008720325021485,-0.402931126673291,0.040860468743039,-0.05565075236539,-0.051139325866776,-0.132261165899403,-0.071623925832887,-0.762715859027181,-0.761069717666002,0.081390153781058,2.55000002415851,2.55000001924582,2.55000002487987,1.43013932777681,0.278425326748508,0.019663947727436,0.090000008209726,0.715338107658704,0.00661253298463,0.09000000410451,0.798147096460785,0.002659614282687,0.089999994575856,0.823340099376488,0.002099217963222,0.089999926374168,0.823340091882392,0.002099217963222,0.044928547413692
